Tweet,Source Type,Source URL
"@JKJAVMY sy talipon hari ini bnyk kali klinik kesihatan setapak utk janjitemu vaksin... talian sgt sgt sibuk, Susah nk call masuk..bila dpt sambung x de org jawab..mcm mane ?..sy pun email klinik tu, msh belum balas...",Twitter for Android,balas...
"hadue lama banget pls nungguin orang vaksin, panas ini panas",Twitter for Android,panas
"@zaraziie dah doongg, lo vaksin ke brp ini zar?",Twitter for iPhone,zar?
@mdnightsong sama malah aku sekarang aku mau vaksin wkwkwk,Twitter for Android,wkwkwk
Dah nak 90% vaksib. Kerajaan baru setuju keluarkan sijil pengecualian vaksin...,Twitter for Android,vaksin...
"@jaeysim15 yaa kan harusnya gitu, tpi katanya banyak anak yng vaksin dosis 1 diluar, vaksin dosis 2nya di sekul. mna ga konfirmasi ke wakelnya dlu trus yang anak manggang diduluin kelasku yng dapet giliran akhir2 jdi ga kebagian😫😭👎🏻",Twitter for Android,kebagian😫😭👎🏻
"@art_arttt_ mauu, sertifikat vaksin belum keluar tapi :')",Twitter Web App,:')
"god dia punya frustated tak dpt vaksin lagi ni lain macam, rasa nak maki semua org 😅",Twitter for Android,😅
"Syukur, mamah mau vaksin juga, barusan udah di vaksin 😭😭😭😭😭",Twitter for iPhone,😭😭😭😭😭
@Zura00209366 @nns15111 @jpagov @Khairykj Betul tue... Kesian anak sy ada tanda2 kemurungan dah x boleh bwk dia g mana2... Family lain dh boleh ke pantai bagai tp dia duduk je kt rmh sbb sy x vaksin xleh keluar.. tp kerja tempat yg padat blh plak mmm cptlah SOP MKN utk kite nie keluar...kesian kita teraniaya sgt,Twitter for Android,sgt
Karena stock vaskin baru akan terus berdatangan ke Indonesia maka pemerintah daerah tidak perlu menahan atau mencadangkan stok vaksin lagi. #VaksinasiMerata,Twitter for Android,#VaksinasiMerata
"Hari terakhir jadi mbak mbak mbak vaksin, yg lain gaberangkat aku tetep rajin, gpp semoga besok bisa jadi dokter",Twitter for Android,dokter
"So, Ayo segera vaksin bagi yang belum. Karena vaksin tersedia dari Sabang Sampai Merauke. Melakukan vaksinasi tujuannya agar lebih kuat dalam melawan virus. Tunggu apalagi, Yuk Vaksin Segera!!
#VaksinasiMerata https://t.co/1CJgd2RtS8",Twitter Web App,https://t.co/1CJgd2RtS8
@ennymamito Semoga teman2 yg belum dapat vaksin segera dapat suntikan vaksin Covid-19 yaa Mba. #VaksinasiMerata,Twitter for Android,#VaksinasiMerata
"Fyi, pada 2 Oktober 2021, vaksin tahap ke-83 sejumlag 600.000 dosis AstraZeneca tiba. Merupakan bagian dari 3 juta dosis dose-sharing dari pemerintah Perancis. Tentu agar memperkuat program #VaksinasiMerata
dari Sabang Sampai Merauke.",Twitter for Android,Merauke.
@BogorDinkes Apakah untuk vaksinasi #2 harus membawa lembar Kartu Kendali Vaksin jg?,Twitter for Android,jg?
"Jangan takut vaksin, jangan pilih vaksin, jangan bingung vaksin. Vaksin kita menentukan orang lain juga. Karena kalau kita bisa vaksin orang lain juga bisa vaksin dan Indonesia semua vaksin.

Sabang Sampai Merauke #VaksinasiMerata kan enak. Semua senang dan semua sehat tentunya",Twitter Web App,tentunya
"bersyukur banget diberikan proses vaksin yang lancar ketika banyak orang yang mengeluhkan proses yang ruwet, sertifikat yang tdk terbit, bahkan efek pasca-vaksinnya, dll.

tapi ya tetep aja walaupun fully vaccinated, masih ada rasa takut kalau keluar dan berkerumun.",Twitter for iPhone,berkerumun.
@Nonavv Non serius? Vaksin apa emgnya? Omg coba deh konsumsi biotin/vit b7 juga,Twitter for iPhone,juga
"Ada yg tau ga, tempat vaksin sinovac pertama di daerah Jakbar dimana? bapakku nyari2 adanya astra sama pfizer, bapakku ada penyakit jadi cuma dibolehin sinovac, tia 🤍","Hey, jangan telat mam ya🍽😠",🤍
vaksin ke 3 untuk masyarakat umum udah ade ke budak!,Twit from Budak Ponti,budak!
"Polsek seputih raman pada hari Senin 04 Okt  2021 jam 08.00 WIB apel pagi, dilanjutkan giat persiapan PAM VAKSIN , dipuskesmas Kp. Rama Indera Kec. Seputih Raman
Pengambil apel 
Kapolsek IPTU CHANDRA DINATA, SH. , MH. https://t.co/1OkVu4j1fB",Twitter for Android,https://t.co/1OkVu4j1fB
"208.265.720
Itu adalah target pemerintah untuk total vaksin yang meliputi tenaga kesehatan, lanjut usia, Petugas publik, Masyarakat rentan, masyarakat umum, dan usia 12 thn keatas. Ini berlaku Sabang Sampai Merauke
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"KA Kaligung, Kamandaka, dan Joglosemarkerto Mulai Jalan, Penumpang Wajib Tunjukkan Bukti Vaksin https://t.co/GRLlDPscdj",Jawapos.com auto tweet,https://t.co/GRLlDPscdj
"beberapa orang menangis bukan karena mereka lemah, tapi karena vaksin ke 2",Twitter for Android,2
Vaksin Sukseskan PON - Terimakasih Atas Kerja Keras Yang Telah Dilakukan Presiden Jokowi Dalam Menangani Covid-19 https://t.co/96Zr7nur31,Twitter Web App,https://t.co/96Zr7nur31
@Rima__Angel betul kita yg udh melek informasi vaksin mesti bantu sebarin info yg bener dan meluruskan hoax kan biar #VaksinasiMerata dari Sabang Sampai Merauke bisa sukses,Twitter Web App,sukses
Yang biasanya orang rasakan ketika memakau vaksin moderna https://t.co/vKomx795zm,Twitter Web App,https://t.co/vKomx795zm
"Vaksinasi Demi Terciptanya Kekebalan Komunal

Vaksin Sukseskan PON https://t.co/2tUuAAI6eP",Twitter Web App,https://t.co/2tUuAAI6eP
"Vaksin ini berfungsi dengan cara memberikan informasi genetik untuk menghasilkan protein virus atau bakteri, dalam hal ini protein yang ditemukan di permukaan SARS-CoV-2. https://t.co/eyxBsOh9Nj",Twitter Web App,https://t.co/eyxBsOh9Nj
"@soyamiruku @tubirfess Sebenernya menurut aku vaksin jg tergantung imun sm pain tolerance jg sih kalo kurang tidur dan gak sarapan emg ngaruh, cowo ku pas vaksin 1 kurang tidur dia demam sampe vertigo vaksin 2 dia cukup tidurnya gak kenapa2.",Twitter for iPhone,kenapa2.
"Vaksinasi Demi Terciptanya Kekebalan Komunal

Vaksin Sukseskan PON https://t.co/ptiD8qw6d5",Twitter Web App,https://t.co/ptiD8qw6d5
"Vaksin Moderna telah mendapatkan izin untuk digunakan di 53 negara. Data uji klinis menunjukkan bahwa vaksin Moderna memiliki tingkat efektivitas sebensar 94,1% dalam mencegah gejala COVID-19. https://t.co/c50caMn3AF",Twitter Web App,https://t.co/c50caMn3AF
"Rumah Sakit Dr. M. Yasin Bone dan Kodim 1407/Bone terus lancarkan aksinya dalam melaksanakan vaksinasi Covid-19 sebanyak 200 dosis vaksin bagi warga masyarakat Kabupaten Bone yang dilakukan secara bertahap, di R.S Dr. M.Yasin, Jl. Jend. Sudirman, Kel Biru, Kab. Bone. https://t.co/3SQ8SQXokO",Twitter for Android,https://t.co/3SQ8SQXokO
"Jadi bagi tweeps yang sudah melakukan vaksinasi C-19 lengkap, bisa ya sekiranya memberikan edukasi dan informasi pada handai taulan yg belum mau divaksin bahwa vaksin itu aman dan penting dilakukan untuk menjaga supaya terhindar dari paparan virus C-19 #VaksinasiMerata",Twitter Web App,#VaksinasiMerata
"@Titiektitiek2 @reflection_8_ temen gua piara ayam juga pada mau koq di Vaksin...  🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 ...

Masker Seperti Kondom... apanya ? bentuknya ? trus muka mu seperti apa ? 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/3CSdO4iLti",Twitter Web App,https://t.co/3CSdO4iLti
"Apa Aja Sih Efek Samping Vaksin Moderna?
Simak utas berikut ini
-A Thread-
#ayovaksin #Efeksampingvaksin #modernavaccine https://t.co/nMZwToP6Qj",Twitter Web App,https://t.co/nMZwToP6Qj
Vaksin Sukseskan PON - Patut Diapresiasi Perjuangan Presiden Jokowi Tangani Covid-19 https://t.co/MijnHq6ZlY,Twitter Web App,https://t.co/MijnHq6ZlY
"Vaksinasi Demi Terciptanya Kekebalan Komunal

Vaksin Sukseskan PON https://t.co/ZbYKLXtM74",Twitter Web App,https://t.co/ZbYKLXtM74
@nizamkmrdn baru bolehh vaksin 😭,Twitter for Android,😭
"ah ayolahh cok otaknya orang"" pinter ini kenapa si, dari dulu lo. gahafal pancasila jadi duta pancasila. ini jadi duta vaksin. aiihhhhhh https://t.co/xd5R96eSgv",Twitter for Android,https://t.co/xd5R96eSgv
"Vaksinasi Demi Terciptanya Kekebalan Komunal

Vaksin Sukseskan PON https://t.co/oF6HKGXyjr",Twitter Web App,https://t.co/oF6HKGXyjr
Vaksin Sukseskan PON - Segera Berantas KSTP https://t.co/sEO0AUB4IX,Twitter Web App,https://t.co/sEO0AUB4IX
HANYA ADA DI JAMAN SEKARANG.. TANGGAL KADALUARSA VAKSIN BISA DIUBAH/DIPERPANJANG.. 😭😭😭 https://t.co/5if0d5MjQf,Twitter for Android,https://t.co/5if0d5MjQf
"Jokowi Sebut Papua Youth Creative Hub Masa Depan Indonesia
https://t.co/KZcWjaqw6k.
Vaksin Sukseskan PON",TweetDeck,PON
Vaksin Sukseskan PON - Tokoh TPNPB/KSTP Dan Simpatisannya Sangat Kejam Dan Bengis https://t.co/8Wi0MhaOGI,Twitter Web App,https://t.co/8Wi0MhaOGI
@santi_imoet007 betul kak 🤭 untung aku insyaf segera daftr vaksin #Vaksinasimerata,Twitter for Android,#Vaksinasimerata
Vaksin Sukseskan PON - Otsus Sangat Bermanfaat Bagi Rakyat Papua https://t.co/2xFNHwsDw3,Twitter Web App,https://t.co/2xFNHwsDw3
"@rogue_mercenary @tembangjiwa @dayatia @dr_koko28 @CumaDokter Kok yg katanya vaksin covid bisa cepet amet ya cuma 6 bulan udah bisa dipakai buat manusia padahal katanya covid virus mematikan?sedangkan HIV aja sampai sekarang vaksinnya belom ada buat dipakai manusia,aneh kan?🤣🤣 https://t.co/vVNOd6yRXH",Twitter for Android,https://t.co/vVNOd6yRXH
@tubirfess Vaksin yang bagus adalah vaksin yang ada reaksinya,Twitter Web App,reaksinya
Iki aku gak diolehi vaksin paling. Lek sek ruwet ngene. Tapi saiki opo opo sing dibutuhno kartu vaksin. Hadu cape,Twitter for Android,cape
"Stop it lah risau kan hal mereka yg tidak vaksin.

Vaksin tuu sudah cukup lindung kamu. Yang penting jaga SOP dan jaga diri sendiri.

Jangan sakit hati sangat dengan mereka yg tidak vaksin. Mereka mati, kamu mati, semua mati.

Negara kita dah capai herd immunity. Stop worry okay. https://t.co/JMwePHkgWv",Twitter for Android,https://t.co/JMwePHkgWv
"""Bagus, segera dihabiskan jangan ada stok vaksin segera disuntikkan ke masyarakat, semakin cepat semakin baik,"" ucap Jokowi. https://t.co/teeT4prlLR",dlvr.it,https://t.co/teeT4prlLR
Vaksin Sukseskan PON - Putra Asli Papua Dukung Otsus https://t.co/ItRrD4hALQ,Twitter Web App,https://t.co/ItRrD4hALQ
Tingginya animo warga di Kabupaten Situbondo untuk melakukan vaksinasi berimbas pada stok vaksin yang berkurang dan semakin menipis. #VaksinwargaSitubondo https://t.co/kQYmFJaHbm,genpico,https://t.co/kQYmFJaHbm
"Tahu gak, Sabtu 2 Oktober 2021 kemarin, vaksin tahap ke-83 sejumlah 600.000 dosis AstraZeneca tiba di Indonesia. Vaksin ini merupakan bagian dari 3 juta dosis dose-sharing dari pemerintah Perancis. So, yuk vaksin bagi yg blm. Agar #VaksinasiMerata segera dr Sabang Sampai Merauke",Twitter Web App,Merauke
"Bagi yang belum vaksin, segaralah vaksin yuk! tidak perlu pilah-pilih vaksin dan segera divaksinasi program vaksinasi dari Sabang sampai Merauke ini bisa segera terwujud #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
@sweatzie AKU VAKSIN KEDUA EGK NYERI,Twitter for Android,NYERI
@joyfulbond_ Sekali2 keluar mumpung udh vaksin,Twitter for Android,vaksin
@biigbadgirl Kayaknya udah ngak bakal parah soale udah banyak yg di vaksin,Twitter for Android,vaksin
@miilktyong_ TAKDE LA SEBAB ESOKNYE AKU VAKSIN,Twitter for iPhone,VAKSIN
"Hanya...
Hanya masker
Hanya jaga jarak
Hanya vaksin pertama
Lalu kedua dan ketiga dst
Hanya penanda sudah vaksin
Hanya pemantau mana yg sudah mana yg belum
Hanya melacak keberadaan kalian semua
Hanya dihubungkan dgn aktivitas lain
Hanya pengendalian hidup sepenuhnya

BANGUN!!! https://t.co/yBOA2cUIrh https://t.co/2RnVu4pShh",Twitter Web App,https://t.co/2RnVu4pShh
"Ga usah pilih-pilih vaksin mana, tapi pilih yang urgent bisa segera vaksin yang mana

Karena sekarang butuhnya mana yang cepat vaksin. Makanya jangan tunda lagi vaksin. Masak gak mau seh vaksin?

Jangan egois yaa, yuk vaksin Sabang Sampai Merauke #VaksinasiMerata",Twitter Web App,#VaksinasiMerata
Dukung Vaksin Sukseskan PON dan dukung pembangunan di Papua https://t.co/N6cCXCX7Si,Twitter Web App,https://t.co/N6cCXCX7Si
Sudah dong ikutan program pemerintah vaksin lengkap #vaksinasimerata https://t.co/SEpfk5CepK,Twitter for Android,https://t.co/SEpfk5CepK
"Pemerintah mengajak masyarakat untuk tidak pilah-pilih vaksin dan segera di vaksinasi agar penyebaran program vaksinasi ini bisa segera merata, terutama untuk mereka yang rentan seperti lansia untuk bisa menerima vaksin.

#VaksinasiMerata",Twitter Web App,#VaksinasiMerata
"Dengan semua upaya yang udah dilakukan pemerintah, gw optimis banget program #VaksinasiMerata dari Sabang Sampai Merauke bisa sukses. Masyarakat udah sangat dimudahkan dalam mengakses vaksin... tinggal mau apa enggak...",Twitter for Android,enggak...
Vaksin Booster Belum Terlalu Penting https://t.co/JVE5k6dVDJ via @harianbatampos,Twitter Web App,@harianbatampos
"Beberapa waktu lalu, tepatnya tgl 2 Oktober 2021, Indonesia kedatangan Vaksin tahap 81, sebanyak 453.960 dosis vaksin Pfizer dan vaksin tsb langsung di distribusikan ke-7 provinsi Sumatera &amp; Kalimantan, hal ini dilakukan agar #VaksinasiMerata segera dirasakan.",Twitter for Android,dirasakan.
"kalau cucuk vaksin kat buah then kita makan, what will happen? https://t.co/Ns9GlPvsni",Twitter for Android,https://t.co/Ns9GlPvsni
"@khairul_hafidz @Khairykj Pelik antivaks ni.
Kes tinggi tak percaya covid tu wujud.
Kes rendah main the numbers lak.
Kes kematian naik dikatakan doktor pembunuh/salahkan vaksin.
Kes kematian rendah dikatakan ni sebab guna ivermectin/play with nmbers.

Pelik antivaks ni",Twitter for Android,ni
"Ratingnya jelek bgt dan gw salah satu yg ngalamin trouble yang gak tau terus harus gimana, udah email blm ada balesan, gmn caranya pemerataan vaksin kalo siatemnya aja buruk kyk gini #pedulilindungisampah https://t.co/c0V9JNJSAA",Twitter for iPhone,https://t.co/c0V9JNJSAA
@_pinieyheree HAHAHAHHAHA VAKSIN BARU KE NYAH😭,Twitter for Android,NYAH😭
@Bang_Garr Infonya sih pakai juga surat keterangan pcr/antigen deh bang.. Sm aplikasi peduli lindungi tp klo Hp nya tdk mendukung sih bisa diperlihatkan surat vaksin,Twitter for Android,vaksin
"Lansia yang vaksin, baru segini nih sampe kemarin.

Yuk yang masih punya orangtua /kakek nenek yg lansia, ajak yuk ke Puskesmas terdekat buat ikut vaksin.

Pastikan mereka sehat ya biar #VaksinasiMerata dari Sabang sampai Merauke bs terlaksana. https://t.co/DAQ3K3uFLn",Twitter for Android,https://t.co/DAQ3K3uFLn
Skema kedua yaitu Pemerintah pusat mendistribusikan vaksin secara langsung ke pemerintah kota atau kabupaten. Program vaksin harus dipercepat agar masyarakat  dari Sabang Sampai Marauke terlindungi #VaksinasiMerata,Twitter for Android,#VaksinasiMerata
Wakapolsek Tanggungharjo Iptu Sugito Pimpin Kegiatan Pengamanan Dan Monitoring Pelaksanaan Vaksin Di Balai desa Tanggungharjo https://t.co/b2W9KS9vnG,Twitter for Android,https://t.co/b2W9KS9vnG
"*Sepekan Setelah Di Vaksin Meninggal Dunia di Makassar*
 https://t.co/LMKL962Uv7
🆙
#TiadaHariTanpaRuwet
#TiadaHariTanpaRuwet",Twitter for Android,#TiadaHariTanpaRuwet
@dodidudidamn gada omongan pas aku vaksin,Twitter for Android,vaksin
Saya terharu melihat pihak-pihak yg terus berupaya mendistribusikan vaksin Covid-19 agar cepat dan merata dari Sabang sampai Merauke. Vaksinasi Covid-19 dapat memberikan perlindungan kepada masyarakat dan menghambat penyebaran penyakit akibat virus tsb #VaksinasiMerata https://t.co/tUQcwu7P66,Twitter for Android,https://t.co/tUQcwu7P66
yess vaksin aku uda lengkap 😎,Twitter for Android,😎
"hadeh, kena side effect vaksin kah gue😐",Twitter for Android,gue😐
"Setiap Vaksin yang tiba di Indonesia dipastikan akan melalui tahapan klinis dan pengemasan ulang untuk keamanan vaksin sebelum akhirnya nanti di distribusikan. Sukseskan #VaksinasiMerata dari
Sabang Sampai Merauke",Twitter Web App,Merauke
Vaksin Sukseskan PON - Terimakasih Atas Kerja Keras Yang Telah Dilakukan Presiden Jokowi Dalam Menangani Covid-19 https://t.co/CFtGLeyMUU,Twitter Web App,https://t.co/CFtGLeyMUU
"Syarat Nonton PON XX Papua: Kapasitas 25%, Wajib 2 Kali Vaksin
https://t.co/YbeMdPT7y8.
Vaksin Sukseskan PON",TweetDeck,PON
Tak tau la demam ni effect vaksin atau rindu nu'man 🥺,Twitter for iPhone,🥺
Vaksin Sukseskan PON - Patut Diapresiasi Perjuangan Presiden Jokowi Tangani Covid-19 https://t.co/9Ix6nHCPnx,Twitter Web App,https://t.co/9Ix6nHCPnx
Efek vaksin sinovac ancen ngantuk+luwe an a iki,Twitter for Android,iki
@merkulilac Emang belom vaksin ke dua?,Twitter for Android,dua?
"Jadi jumlah total vaksin yang sudah diterima oleh Indonesia baik dalam bentuk jadi ataupun bahan baku, sejumlah 276.960.670  dosis. Yang akan didistribusikan secara merata dari Sabang hingga Marauke

#VaksinasiMerata",Twitter Web App,#VaksinasiMerata
"Ayo Vaksin Jangan Ragu
Lindungi Diri dan Orang Lain https://t.co/FW9b3ohT1S",Twitter Web App,https://t.co/FW9b3ohT1S
udah pernah vaksin?,Twitter for Android,vaksin?
"Vaksinasi Demi Terciptanya Kekebalan Komunal

Vaksin Sukseskan PON https://t.co/K58S1h7sy6",Twitter Web App,https://t.co/K58S1h7sy6
Vaksin Sukseskan PON - Segera Berantas KSTP https://t.co/KkiNrwyz81,Twitter Web App,https://t.co/KkiNrwyz81
"cepat la matang wahai vaksin, i nak pergi kerja ni 😭",Twitter for iPhone,😭
besok vaksin for the first time sakit ga sih?,Twitter for Android,sih?
"Vaksinasi Demi Terciptanya Kekebalan Komunal

Vaksin Sukseskan PON https://t.co/3v6oKJEqNw",Twitter Web App,https://t.co/3v6oKJEqNw
Akhirnya sertifikat vaksin ketiga rilis juga yay https://t.co/xAOhbWRcnk,Twitter for iPhone,https://t.co/xAOhbWRcnk
"Vaksinasi Demi Terciptanya Kekebalan Komunal

Vaksin Sukseskan PON https://t.co/EakgKmXIVg",Twitter Web App,https://t.co/EakgKmXIVg
@heeluveramyeonz Takpe saf nisy pon blom vaksin😌,Twitter for Android,vaksin😌
Vaksin Sukseskan PON - Tokoh TPNPB/KSTP Dan Simpatisannya Sangat Kejam Dan Bengis https://t.co/bBcw50Iw4r,Twitter Web App,https://t.co/bBcw50Iw4r
"Vaksinasi Demi Terciptanya Kekebalan Komunal

Vaksin Sukseskan PON https://t.co/icRmioVRex",Twitter Web App,https://t.co/icRmioVRex
@hwunjean mbok lagi dipake buat vaksin,Twitter for Android,vaksin
"Lalu, sejauh ini berapa sih masyarakat Indonesia dari Sabang Sampai Merauke yang sudah vaksin?

Saya dapat info dari media, rakyat yang sudah vaksinasi dosis 1 jumlahnya 93.910.865 dosis (45.09%) dan dosis 2 52.683.950 dosis (25.30%)

#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
@goofieved @moonselca HARI INI VAKSIN YA????? JAM BRP,Twitter for Android,BRP
"@Bisniscom Sudah vaksin masih tes PCR, kebijakan macam apa ini?",Twitter Web App,ini?
Vaksin Sukseskan PON - Otsus Sangat Bermanfaat Bagi Rakyat Papua https://t.co/cag9k20O1N,Twitter Web App,https://t.co/cag9k20O1N
kemaren tensi gue pas vaksin tinggi banget pdhl yg pertama normal💔,Twitter for Android,normal💔
"Akhirnya dapat vaksin kedua juga, setelah seharusnya vaksin kedua 22 Agustus.
Mundur karena terkonfirmasi positif.

Buka IG untuk
 stalk gebetan❌
Stalk akun puskemas✔",Twitter for Android,puskemas✔
"Setiap Vaksin yang tiba di Indonesia yang akan disalurkan ke Sabang Sampai Merauke, dipastikan akan melalui tahapan klinis dan pengemasan ulang untuk keamanan vaksin sebelum akhirnya nanti di distribusikan.

#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"Sedangkan pada hari Minggu, 3 Oktober 2021, Indonesia kembali kedatangan vaksin tahap ke-84 bantuan dari pemerintah Amerika Serikat dengan 800.280 dosis vaksin Pfizer.

#VaksinasiMerata",Twitter Web App,#VaksinasiMerata
"Meskipun efikasi vaksin berkurang setelah melampaui 3 - 6 bulan, tetapi masih tersedia antibodi yang dihasilkan pasca divaksinasi, yang bisa menstimulasi kekebalan tubuh, jika terkena paparan penyakit.

#StaySafe
#StayFitForLife https://t.co/qG27GATkjE",TweetDeck,https://t.co/qG27GATkjE
Vaksin Sukseskan PON - Putra Asli Papua Dukung Otsus https://t.co/IO8C0xYNSB,Twitter Web App,https://t.co/IO8C0xYNSB
"@BuKasunNdeso @almanka @irwank2k2 @PUTRIEGGA @detikcom Bener. Mbaknya jangan tanya dokter di dunia nyata atau dokter bercentang biru di medsos. Kemungkinan besar ga akan ada yg berani blg itu efek vaksin.
Baca kolom2 komentar di IG, twitter, dan medsos lain. Ada banyak testimoni dari yg udh vaksin",Twitter Web App,vaksin
@ayanapunya Stok vaksin udah banyak. Semoga masyarakat bisa menerima #VaksinasiMerata dari Sabang sampai Merauke,Twitter Web App,Merauke
aku hbis vaksin yey!,Twitter for iPhone,yey!
"Kunker Ke Sorong, Presiden Tanam Jagung Hingga Tinjau Vaksinasi Covid-19

#Jokowi #JokowiMajukanSDMPapua #PapuaIndonesia #Papua #vaksin
#vaksinasi #RakyatMerdeka #RMid

https://t.co/7lybD0steV",Twitter for Android,https://t.co/7lybD0steV
@ketoprakaacangg Nanti harus nunjukik sertifikat vaksin ga?,Twitter for Android,ga?
Himbauan Pemerintah supaya masyarakat tidak pilah pilih jenis vaksin C-19 ya tweeps. Jadi begitu tersedia vaksin C-19 jenis apapun  yuk segera lakukan vaksinasi #VaksinasiMerata,Twitter Web App,#VaksinasiMerata
@irxren nanti tanggal 16 vaksin kedua😋😋,Twitter for iPhone,kedua😋😋
"Alhamdulillah udahl vaksin. 
✅ dosis kedua bersama shopee. Thank you @ShopeeID @kabarsleman #SlemanCityHall",Twitter for Android,#SlemanCityHall
13. Disuntik. . . The reason why belum di vaksin. ☺️👍🏻,Twitter for Android,☺️👍🏻
"@styleinhere @tubirfess Gak pernah covid, sblm vaksin aku tidurnya cukup sama sarapan dulu soalnya itu ngaruh banget.",Twitter for iPhone,banget.
"Nah, pada hari sabtu, 2 Oktober 2021 kemarin, vaksin tahap ke-83 dengan jumlah 600.000 dosis AstraZeneca tiba di Indonesia. Vaksin ini merupakan bagian dari 3 juta dosis dose-sharing dari pemerintah Perancis.

#VaksinasiMerata",Twitter Web App,#VaksinasiMerata
Wtp sy sudah vaksin dong 😎,Twitter Web App,😎
"sim karo stnk nganggur, sing di lirik surat vaksin terus 😂",Twitter for Android,😂
Gajadi vaksin haha,Twitter for Android,haha
"#VaksinasiMerata Total vaksin yang sudah diterima oleh Indonesia baik dalam bentuk jadi ataupun bahan baku, sejumlah 276.960.670  dosis. Yang akan didistribusikan secara merata dari Sabang hingga Marauke.",Twitter for iPhone,Marauke.
"@Koozhaa habis vaksin mamam banyakkk, baguss👍🏻👍🏻😅",Twitter for Android,baguss👍🏻👍🏻😅
@tubirfess Gw sinovac aja udah sesek napas pas abis vaksin 😅 tp untungnya bentar doang sih trus normal lagi,Twitter for Android,lagi
@Yeni_Setiyawati Bismillah semua vaksin manfaatnya sama melindungi ya mba 👍,Twitter for Android,👍
di Bandung kalau baru vaksin pertama udah boleh ke bioskop belum sii,Twitter for Android,sii
"""Siang hari ini saya datang ke Kabupaten Merauke, Provinsi Papua, untuk melihat program vaksinasi yg dilaksanakan di sini. Saya ingin memastikan bahwa dari Sabang sampai Merauke pemerataan vaksin itu ada dan vaksinasi itu berjalan dgn baik,” ucap Presiden. https://t.co/sQRZT40mBm",Twitter for Android,https://t.co/sQRZT40mBm
"sudah 2 bulan lebih kegiatan vaksin digerakkan di wilayah Indonesia, ini salah satunya di wilayah kab. Malang Jatim sinergi muspika dan desa giat vaksin dosis 1. Agar memenuhi herd komunity di desa Jenggolo kec. Kepanjen kab. Malang. Semangat untuk warga desa https://t.co/DrFfHmrSc4",Twitter for Android,https://t.co/DrFfHmrSc4
Anti vaksin enda buli karaja jo ... Jadeyyy apa la di buat?? Hi tea session sesama sendiri???,Twitter for Android,sendiri???
@sidejimi gue jg gitu pas yg ke 2 gk ada efek apa2 :' tp katanya emg kalo vaksin yg ke 2 kaya b aja gitu,Twitter for Android,gitu
Tl aku penuh ngan org yg otw amik vaksin ada yg dah amik me when?,Twitter Web App,when?
"vaksin tengah hari ni , huhuhuhu tukut",Twitter for Android,tukut
tmi hari ini: UDAH VAKSIN PERTAMA YUHUWW,Twitter for iPhone,YUHUWW
@adrnblqss_ Cerdik ke kalau x amik vaksin HAHA,Twitter for Android,HAHA
@annesersery @asukmad tak kiro suntik vaksin terus dijojoh-jojoh ambek vaksinatore mi,Twitter for Android,mi
"Percepatan vaksinasi juga merupakan tanggung jawab kita loh.. pemerintah sudah menyiapkan nih vaksin Covid-19 dari Sabang Sampai Merauke
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"@tubirfess Aku vaksin astra, dosis pertama emang efeknya bikin meriang, pegel, badan sakit semua.. Tapi dosis 2 sumpah gaberasa apa apa, sejam abis suntik bisa langsung yoga :):)",Twitter for Android,:):)
akhirnya vaksin jga setelah mnunggu 3 bulan lamanya,Twitter for iPhone,lamanya
"Memang sejak awal vaksinasi Pemerintah selalu berprinsip transparansi dan saling kontrol mulai dari pengaturan kedatangan vaksin,  distribusi serta pengaturan ketentuan penyuntikan vaksin dari Sabang Sampai Merauke
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"@schfess hadir lah nder vaksin tuh penting
klo malu pake kacamata",Twitter for Android,kacamata
@duniaqtoy Aku sinovac kak bener ga boleh pilah pilih vaksin ya  dukung #VaksinasiMerata Sabang Sampai Merauke,Twitter for Android,Merauke
"BERAKAS, Ahad, 3 Oktober.- Petugas ‘runners’ perlu lengkap 2 dos vaksin. Untuk berita penuh, sila layari https://t.co/zWtpd6WSij https://t.co/5k6sz5gFPJ",Twitter for iPhone,https://t.co/5k6sz5gFPJ
nangis banget gua vaksin plonga plongo mcm orang bego,Twitter for Android,bego
"Nah kalo pemerintah daerah udh terima stok vaksin, langsung aja kumpulkan semua warganya. 

Stok vaksin bisa langsung disuntikkan sesuai dosis dan jenisnya👏

#VaksinasiMerata dari Sabang sampai Merauke harus terus digelar biar Indonesia aman tanpa terpapar. https://t.co/JG0d71O5mE",Twitter for Android,https://t.co/JG0d71O5mE
@randemtoughtz @Fahmibinhassan Vaksin yg pemecah belah ummat kita tolak...anti seanti antinya,Twitter for Android,antinya
