Tweet,Source Type,Source URL
"Ko kene faham..
Tiada yg mati kerana vaksin dgn 4 orang yg meninggal sebab covid dan lengkap vaksinasi...

Kesimpulan, vaksin ke tak vaksin, covid ke tak covid, ko tetap akan mati. It's just the level of protection. 

Jangan laa dok twist cerita..🤦🏻‍♀️",Twitter for Android,cerita..🤦🏻‍♀️
@bahiraa @RiriFebria3 @hidup_di_bumi @burningred30 @decepticon073 hrsnya obat ini dulu yg di keluarin.. bukan geber vaksin kmn2... dasar pedagang https://t.co/yDmeh67YJP,Twitter for Android,https://t.co/yDmeh67YJP
"Tidak menunggu waktu lama, pada tanggal 3 Oktober 2021. Indonesia kembali mendapatkan vaksin tahap ke-84 yg merupakan bantuan dari pemerintah Amerika Serikat dengan 800.280 dosis vaksin Pfizer
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"Masih Ingat 7 Warga Aceh Ngamuk Acak-acak Lokasi Vaksinasi COVID? Kini Mereka Diangkat Jadi 'Duta' Vaksin
https://t.co/NQvGBPqst4",TweetDeck,https://t.co/NQvGBPqst4
"@tubirfess Kalian yang udah pernah + terus abis itu baru vaksin astra/moderna/pfizer, efeknya kaya gimana?",Twitter for Android,gimana?
Vaksin Covid-19 yang telah diterima Indonesia tersebut akan segera didistribusikan dari Sabang sampai Merauke agar #VaksinasiMerata memberikan perlindungan masyarakat,Twitter for Android,masyarakat
"Prinsip transparansi dan saling kontrol mengelola vaksin oleh pemerintah dimulai dari pengaturan kedatangan vaksin, proses distribusi hingga pengaturan ketentuan penyuntikan vaksin agar #VaksinasiMerata dari Sabang Sampai Marauke.",Twitter for Android,Marauke.
"Johorean je ni. Lepasni dapat rentas kita nak balik Temerloh and have a blast again dgn family lain negeri 🤲🏻

Semoga benarlah dapat rentas after 90% vaksin dewasa. 🤝",Twitter for iPhone,🤝
@kyzd__ vaksin pertama udah,Twitter for Android,udah
@sunflovvervol6 W udah vaksin 2x juga tetep gabisa pergi ke LA 🥲,Twitter for Android,🥲
"Iya tapi kok bisa disuruh masuk padahal belum vaksin :""",Twitter for Android,":"""
antri vaksin dari tadi ga dipanggil²😭👎🏻 https://t.co/LFDRyVPxqg,Twitter for Android,https://t.co/LFDRyVPxqg
"aku abis vaksin sinovac kemarin terus minum kopi kenapa kayak seneng banget ya, berasa hepi banget pengen ketawa mulu bukan malah ngantuk atau apa https://t.co/TrvwGjRcVz",Twitter Web App,https://t.co/TrvwGjRcVz
"Wuihhh kece nih ternyata Indonesia masuk 10 besar negara terbesar di dunia dgn jml vaksin tertinggi. 
Yuk vaksin merata dari Sabang sampai Merauke #VaksinasiMerata 
So, langkah ini sudah tepat dilakukan.",Twitter for Android,dilakukan.
"Kedatangan vaksin yang terus menerus ke Indonesia menunjukkan stock vaksin masih aman dan mencukupi. Pemerintah optimis target vaksinasi 70% masyarakat Indonesia akan tercapai pada akhir 2021. Yok bisa yok, #VaksinasiMerata dari Sabang sampai Merauke!",Twitter for Android,Merauke!
@beysheei Habis vaksin jadi titan gak?,Twitter for Android,gak?
"Vaksin tahap 81 ini akan di sebarkan ke Kalimantan Barat (Pontianak), Kalimantan Utara melalui Berau, Kalimantan Timur (Samarinda), Kalimantan Tengah (Palangkaraya), Sumatera Barat (Padang), Sumatera Selatan (Palembang), serta Bangka Belitung (Pangkal Pinang)
#VaksinasiMerata",Twitter Web App,#VaksinasiMerata
Kedatangan vaksin tahap 81 pada Oktober 2021 sebanyak 453.960 dosis. Pemerintah optimis target vaksinasi 70% masyarakat dari Sabang sampai Merauke akan tercapai pada akhir 2021. Semoga berjalan lancar dan tercapai targetnya ya Tweeps #VaksinasiMerata,Twitter for Android,#VaksinasiMerata
@basikal_nana mane bleh nanti sape nk teman adek kau pgi vaksin?,Twitter for Android,vaksin?
Sama kak. aku juga sempat kaget ibu yang tinggal di plosok palembang kena covid-19. padahal jarang keluar hutan. sejak saat itu aku sering sharing ttg vaksin ke beliau #vaksinasimerata https://t.co/QCUoo5FXna,Twitter for Android,https://t.co/QCUoo5FXna
Bestiee kalian udh vaksin blm?,Twitter for iPhone,blm?
"Untuk yang belum vaksin, yuk disegerakan. Nggak usah tunggu entar, ga usah tunggu nanti. Kita semua pasti pengen kan pandemi cepet berlalu 

#VaksinasiMerata https://t.co/8QWUF5eIwj",Twitter for Android,https://t.co/8QWUF5eIwj
Ini Cara Mengatasi KIPI atau Kejadian Reaksi Setelah Mengikuti Vaksin Covid-19 https://t.co/qGah1f572n,Twitter Web App,https://t.co/qGah1f572n
"iya, Vaksin aman. Buktinya gak ada yang jadi zoombi ketika disuntik hehehe

#VaksinasiMerata https://t.co/3PlNJhx0wP",Twitter Web App,https://t.co/3PlNJhx0wP
"Indonesia masuk dalam 10 negara besar dengan jumlah vaksinasi tertinggi #VaksinasiMerata, selain itu negara kita juga, berkat hubungan baik antar negara menjadi negara prioritas dalam menerima stok vaksin baru untuk didistribusikan ke semua wilayah Sabang Sampai Merauke",Twitter for Android,Merauke
"@myarep Iya tapi kok bisa disuruh masuk padahal belum vaksin :""",Twitter for Android,":"""
Yang non-nakes tapi udah dapat booster vaksin ke-3 ga diitung ya? https://t.co/dsUJPOE0Fs,Twitter Web App,https://t.co/dsUJPOE0Fs
"Pemberian vaksin ini merupakan solusi yang dianggap paling tepat untuk mengurangi dan memutus rantai penularan Covid-19.

#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"Betul.. Ga perlu pilih-pilih vaksin ya mbak...vaksin yang bagus tu yang saat ini tersedia. Jadi langsung cuzz... 
#VaksinasiMerata https://t.co/ErRDlLdwUb",Twitter Web App,https://t.co/ErRDlLdwUb
"@annasantoz318 Iyalah ...aku waktu mau vaksin pertama incar moderna ,baca berita di Jepang sempat down 😂
Datang dg harapan bisa dapat pfizer,taunya diarahkan moderna🤦😂aku ketakutan 😂 akhirnya ya udh pasrah waktu itu.... sekarang udh selesai udh plong😂",Twitter for Android,plong😂
"Pemerintah daerah tidak perlu menahan/mencadangkan stok vaksin, karena stock vaskin baru akan terus berdatangan ke Indonesia.

Wujudkan #VaksinasiMerata dari Sabang Sampai Merauke",Twitter Web App,Merauke
Vaksin tahap 83 yg datang juga pada (2/10) kedatangan 600.000 dosis AstraZeneca. #VaksinasiMerata Sabang sampai Merauke,Twitter Web App,Merauke
"Masyarakat sebaiknya jangan pilih2 jenis vaksin ya karena semua vaksin itu aman dan bertujuan untuk memberikan perlindungan dari penularan Covid-19.

#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
@alzkyyu WKWKWKW NNTI VAKSIN KEDUA LEBI SAKOT,Twitter for Android,SAKOT
"Tahu tidak, demi tercapainya #VaksinasiMerata Sabang Sampai Merauke, Indonesia kedatangan vaksin tahap 81 pada 2 Oktober 2021. Ada 453.960 dosis vaksin Pfizer loh yang langsung didistribusikan ke-7 prov di Sumatra dan Kalimantan 

Tentunya dengan suhu dibawah -70 derajat C",Twitter Web App,C
"Vaksin tahap 81 dari Pfizer akan disebar luaskan ke Kalimantan Barat (Pontianak), Kalimantan Utara melalui Berau, Kalimantan Timur (Samarinda), Sumatera Barat (Padang), Sumatera Selatan (Palembang), serta Bangka Belitung (Pangkal Pinang) 
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"Kedatangan vaksin yang kontinu ke Indonesia menunjukkan stock vaksin di tanah air aman dan mencukupi

Pemerintah optimis target vaksinasi 70% masyarakat Indonesia akan tercapai pada akhir 2021

Bismillah bisa yuk bisa yuk #VaksinasiMerata dari Sabang sampai Merauke",Twitter for Android,Merauke
"Pemerintah optimis target vaksinasi 70% Indonesia akan tercapai pada akhir 2021, karena Indonesia selalu kedatangan vaksin secara kontine jadi menunjukkan stock vaksin aman dan mencukupi #VaksinasiMerata",Twitter Web App,#VaksinasiMerata
"Btw, ga perlu pilih2 merk vaksin ya. Biar vaksinasi cepet merata aplg buat kelompok lansia yg emg rawan kena Covid-19. Jd yg penting vaksin aja dl biar terbentuk kekebalan tubuh.

 #VaksinasiMerata",Twitter Web App,#VaksinasiMerata
"nek vaksin kok kelingan ibuk, pas tanggal seharusnya alm vaksin malah masuk RS 🥺",Twitter for Android,🥺
"@__anomali__ Percuma mas ngeladenin dia, dia ngga bisa menghargai pilihan orang lain.
Makanya menggunakan analogi yg aneh, vaksin disamakan dgn helm atau kondom mungkin ? ...",Twitter for Android,...
"Iya, ada di sejumlah daerah yang ketika mau vaksin harus ke Kabupaten. Harusnya bisa di desa kan ada pukesmas masing-masing  ya mbak.

#VaksinasiMerata https://t.co/VvbV9yJQVy",Twitter Web App,https://t.co/VvbV9yJQVy
"Meskipun sudah mendapatkan dosis vaksin bukan berarti kita kebal covid-19 ya, protokol kesehatan 5M tetap harus  diterapkan
Pandemi yang belum usai membuat berbagai upaya harus kita lakukan untuk mengatasi, salah satunya dengan vaksinasi https://t.co/a43G9DUXUh",Twitter for Mac,https://t.co/a43G9DUXUh
"Dengan banyaknya jenis vaksin yang beredar saat ini, pemerintah mengajak masyarakat buat ga pilah-pilih vaksin. Sama aja kok fungsiny

Udahlaaa, yg penting segera di vaksinasi agar penyebaran program vaksinasi ini bisa segera merata dari Sabang Sampai Merauke

#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"@reblessingmyday iya nih kaa, baru bisa vaksin soalnya aku penyintas kan baru bisa vaksin bulan ini🙃

maaciiwww kaa rewee♥️",Twitter for iPhone,rewee♥️
udah vaksin :D,Twitter for Android,:D
Kedatangan vaksin yg berkelanjutan ke Indonesia menunjukkan stock vaksin di tanah air aman dan mencukupi. Insyaallah pemerintah optimis dengan target vaksinasi 70% masyarakat Indonesia hingga akhir 2021 dari Sabang sampai Merauke #VaksinasiMerata,Twitter for Android,#VaksinasiMerata
"Meskipun sudah mendapatkan dosis vaksin bukan berarti kita kebal covid-19 ya, protokol kesehatan 5M tetap harus  diterapkan
Pandemi yang belum usai membuat berbagai upaya harus kita lakukan untuk mengatasi, salah satunya dengan vaksinasi https://t.co/KWmn2U3m79",Twitter for Mac,https://t.co/KWmn2U3m79
"*Lansia Di Jepara Meninggal Usai Vaksin*
 https://t.co/hYBPRJc2Um
🆙
#TiadaHariTanpaRuwet
#TiadaHariTanpaRuwet",Twitter for Android,#TiadaHariTanpaRuwet
"*Lansia Di Grobogan Meninggal Dunia Usai Disuntik Vaksin* (25 Mei’21)
 https://t.co/5NxnzXscNu
🆙
#TiadaHariTanpaRuwet
#TiadaHariTanpaRuwet",Twitter for Android,#TiadaHariTanpaRuwet
"Pada 3 Oktober 2021, Indonesia kembali kedatangan vaksin tahap ke-84 bantuan dari pemerintah Amerika Serikat dengan 800.280 dosis vaksin Pfizer. Total vaksin yg sudah diterima Indonesia baik dlm bentuk jadi maupun bahan baku sejumlah 276.960.670  dosis #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"*Karyawati Bank BUMN Meninggal Dunia Usai Di Vaksin* (4 Juni’21)
 https://t.co/v4qgmC0Sfm
🆙
#TiadaHariTanpaRuwet
#TiadaHariTanpaRuwet",Twitter for Android,#TiadaHariTanpaRuwet
"Rail Bus Bathara Kresna , Minggu 3 Oktober 2021 sobat Seputar Wonogiri yang sudah di vaksin Jalan-Jalan Naik Railbus Bathara Kresna Wonogiri - Solo PP . selengkapnya : https://t.co/bouLeKwQnq @disporaparjtg
@Jateng_Twit
#seputarwonogiri #railbus https://t.co/NodfcAlCmN",Twitter for Android,https://t.co/NodfcAlCmN
"Daerah kaluan punya stok vaksin lebih ngga sih? Cek aja dari link di bawah ini. 

Kalian ngga perlu takut keabisan. Stok vaksin dipastikan aman.

Jadi #VaksinasiMerata dari Sabang sampai Merauke bisa terus digelar.

https://t.co/iavy5GUvNU https://t.co/VxQesyge9y",Twitter for Android,https://t.co/VxQesyge9y
"Pemerintah terus mengupayakan pelaksaan suntik vaksin Covid-19 untuk seluruh masyarakat di Indonesia. Mulai dari awal tahun 2021 hingga saat ini vaksin Covid-19 tengah didistribusikan ke seluruh masyarakat Indonesia.

#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"Selain kedatangan vaksin tahap ke-81 pada tanggal 2 Oktober Indonesia juga kedatangan vaksin tahap ke-83 dg jumlah 600.000 dosis AstraZeneca tiba di Indonesia. Vaksin ini merupakan bagian dari 3 juta dosis dose-sharing dari pemerintah Perancis
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"#VaksinasiMerata juga diutamakan kepada mereka para lansia, mengingat mereka menjadi salah satu yg paling rentan dan memiliki tingkat kematian yg cukup tinggi akibat covid-19 ini.

Sedangkan data yg ada cakupan vaksin untuk lansia jumlahnya masih rendah. https://t.co/hHT5gDuyIq",Twitter for Android,https://t.co/hHT5gDuyIq
"Sedang kan kemarin pada hari Minggu 3 Oktober 2021, Indonesia kembali kedatangan vaksin tahap ke-84 bantuan dari pemerintah Amerika Serikat dengan 800.280 dosis vaksin Pfizer.
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"Yuk segera vaksin, jangan pilah-pilih vaksin. Semua vaksin dijamin aman.
Dengan menyegerakan 
vaksinasi, penyebaran program vaksinasi ini bisa segera merata  Terutama untuk mereka yang rentan seperti lansia untuk bisa menerima vaksin.
#VaksinasiMerata
Dari Sabang Sampai Merauke https://t.co/Clf9v5lVCK",Twitter for Android,https://t.co/Clf9v5lVCK
"Syarat Nonton PON XX Papua: Kapasitas 25%, Wajib 2 Kali Vaksin.
Vaksin Sukseskan PON
https://t.co/WBlHxnn8QG",Twitter Web App,https://t.co/WBlHxnn8QG
"Di tahap 82, vaksin yg datang sejumlah 7-5.300 dosis vaksin jenis AstraZeneca. #VaksinasiMerata Sabang sampai Merauke",Twitter Web App,Merauke
"Enablers yg xkesah underpaid issue ni dh mcm antivax plak. 
"" Tak cucuk vaksin ok je ""
"" I dpt gaji rm1.2k ok je ""
Yang berjuta2 infected/affected diendahkan, hanya kenyang perut sendiri. We want better life quality untuk semua, semuaaaaa.",Twitter for Android,semuaaaaa.
"Kelompok marjinal seperti disable, kelompok miskin kota dan transpuan berharap dapat segera divaksin, namun usaha ini terganjal dengan minimnya informasi, tak adanya Nomor Kartu Identitas (NIK), dan akses serta pendampingan https://t.co/wujjOdFbv2

#Covid_19 
@y_kalyanamitra",Twitter Web App,@y_kalyanamitra
"@duniazie Iyaak bikin kartu vaksin kaya gini efektif banget. Jadi gampang kalau mau kemana2 ga perlu buka HP cek apps. 

#VaksinasiMerata dari Sabang sampai Marauke harus kompak nih. Bisa yuk udah kangen jalan2 nih",Twitter for iPhone,nih
"Sedangkan, vaksin tahap 84 bantuan dari pemerintah Amerika Serikat untuk masyarakat dari Sabang Sampai Merauke dengan 800.280 dosis vaksin Pfizer sudah datang kemarin tanggal 3 oktober 2021.

#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"gue baru aja pulang dr vaksin, ucapin ap?",Twitter for Android,ap?
"Warga Lampung, Papua dan Sumatera Barat kuy semangat yuk vaksin biar pandemi cepat berlalu. Gak usah takut #VaksinasiMerata kok aman terkendali 👍🏻",Twitter for Android,👍🏻
"ada sorg ni, dia kata “makcik aku sendiri meninggal sebab vaksin tak kan aku nak tipu” bila tanya baru dia kata makcik dia tetiba positif covid selepas vaksin, padahal duduk rumah je tak pergi mana. jadi dia claim makcik dia meninggal sebab vaksin. hmm org antivaks mmg gini eh?",Twitter for iPhone,eh?
"@sbyfess Yang sms, aku kapanane yo ngunu wayah e vaksin durung oleh sms, akhire tanya cs, disuruh tunggu sms",Twitter for Android,sms
vaksin ke dua lebih sakit dari vaksin yg pertama gasie,Twitter for Android,gasie
"Lagian ini endemi kapan berakhir sih kagak kelar kelar ajg, pen kerja lagi, macet2an lagi. Vaksin udh 2x juga sama bae.",Twitter for Android,bae.
bapakku sampai saat ini masih belum berani vaksin. Tapi aku terus memberikan edukasi vaksin pelan-pelan agar beliau segera mau vaksin kalo tiba di jawa nanti #Vaksinasimerata https://t.co/mp9whFkQOG,Twitter for Android,https://t.co/mp9whFkQOG
"Ayo Teman2 segera lakukan vaksinasi Covid-19 krn ketersediaan vaksin tsb aman dari Sabang Sampai Merauke. 

#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
Vaksin ke-2 done!,Twitter for Android,done!
"Udah donk mbak, karena vaksin membuat tubuh makin kuat dalam menghadapi virus. Selain itu, sertifikat vaksin juga diperlukan untuk keperluan administrasi hehe

#VaksinasiMerata https://t.co/Qh3RMNpucZ",Twitter Web App,https://t.co/Qh3RMNpucZ
"Barai vaksin ni, meh duk lam kocek amik order https://t.co/GaO40ohyLj",Twitter for Android,https://t.co/GaO40ohyLj
"#VaksinasiMerata saat ini sudah Kedatangan vaksin tahap 81 pada 2 Oktober 2021, sebanyak 453.960 dosis vaksin Pfizer langsung didistribusikan ke tujuh provinsi di Sumatra dan Kalimantan dengan penerapan rantai distribusi dingin dengan suhu dibawah -70 derajat celsius.",Twitter for iPhone,celsius.
Indonesia Kembali Dapatkan Kiriman Vaksin Pfizer Sebanyak 800 Ribu dari AS https://t.co/6Q7ZgfCiBB,dlvr.it,https://t.co/6Q7ZgfCiBB
"Setiap Vaksin yang tiba di Indonesia dipastikan akan melalui tahapan klinis dan pengemasan ulang untuk keamanan vaksin sebelum akhirnya nanti di distribusikan.
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"@farakhnasida Wkwkwk iyasi, kemarin aku abis vaksin ngantorrr seharian🥲",Twitter for Android,seharian🥲
"Pemerintah mengajak masyarakat untuk tidak pilah-pilih vaksin dan segera di vaksinasi agar penyebaran program vaksinasi ini bisa segera merata, terutama untuk mereka yang rentan seperti lansia untuk bisa menerima vaksin. #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
Pada 2 Okt 2021 Indonesia kedatangan vaksin tahap 81. Sebanyak 453.960 dosis vaksin Pfizer langsung didistribusikan ke 7 provinsi di Sumatra &amp; Kalimantan dg penerapan rantai distribusi dingin dg suhu dibawah -70 derajat celsius. Semangat #VaksinasiMerata Sabang Sampai Merauke,Twitter Web App,Merauke
"https://t.co/wpWcnQExGl Menerusi program tanggungjawab sosial korporat (CSR) NSTP bersama BERNAS dan NESTLE, seramai 250 individu yang selesai mendapat suntikan vaksin menerima sumbangan pek makanan asas.

#BERNAS #KesejahteraanuntukSemua #LindungDiriLindungSemua @mafimalaysia",Twitter Web App,@mafimalaysia
Patut semalam pergi tak jem . Rupanya tutup dah 😢 Thank you all volunteer yang smoothkan perjalanan semasa saya menerima vaksin haritu ❤️ https://t.co/CI09nYPvL5,Twitter for Android,https://t.co/CI09nYPvL5
"Vaksin 2 dh dapet. 
Tinggal dapetin kamu doang si yg belom 👉👈",Twitter for Android,👉👈
"Percepatan #VaksinasiMerata yang dilakukan Pemerintah ini ditargetkan mencapai 70% pada akhir tahun 2021. Kita sama-sama dukung aja yuk dan menyadari pentingnya vaksinasi supaya masyarakat Indonesia dari Sabang Sampai Merauke sudah dapat vaksin. Stok vaksinnya aman, kok!",Twitter for Android,kok!
"#BHnasional Seramai 3.2 juta remaja berusia 12 hingga 17 tahun layak diberikan suntikan vaksin COVID-19

 https://t.co/5IYM88EFDj",Sprout Social,https://t.co/5IYM88EFDj
@hewvel pasti ngantukkk gpp istirahat aja!! dpt vaksin apaaa pfizer??,Twitter for Android,pfizer??
"Semua masyarakat jangan lagi pilah-pilih vaksin. 
Nih pemerintah ajak masyarakat utk tidak pilah-pilih vaksin dan segera divaksinasi agar penyebaran program vaksinasi bisa segera merata, terutama untuk mereka yang rentan seperti lansia untuk bisa menerima vaksin.
#VaksinasiMerata https://t.co/C3BPwEA5pw",Twitter Web App,https://t.co/C3BPwEA5pw
"Vaksin Pfizer ini akan di sebarkan ke :
- Kalimantan Barat (Pontianak)
- Kalimantan Utara melalui Berau
- Kalimantan Timur (Samarinda)
- Kalimantan Tengah (Palangkaraya)
- Sumatera Barat (Padang)
- Sumatera Selatan (Palembang)
- Bangka Belitung (Pangkal Pinang).
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
Mohon update individu yang bakal jadi penerima vaksin second dose ke 90% tu. Nak raikan beliau. https://t.co/umEYGClUBV,Twitter for Android,https://t.co/umEYGClUBV
"@Titiektitiek2 @Titiektitiek2 &lt;-- Penjual Bangsa kepada Korporasi dan Kartel Farmasi Internasional. Saya berusaha menyelamatkan orang dari perbudakan massal, mengajak berfikir, menampilkan DATA dan FAKTA serta REALITA, demi Negeri Yang Diberkahi ini ☺️
Vaksin Tidak Bekerja.. Upayakan pengobatan",Twitter Web App,pengobatan
"@annasantoz318 Iya tadi aja aku ditanya,ajak teman-temannya yg blm vaksin,dia tanya ada gak temannya yg blm vaksin,aku bilang ya masih banyak 😂 disuruh ajak, lahhh kalau gak kesadaran sendiri susah😂",Twitter for Android,susah😂
I is bosan tunggu adik i vaksin 😭😭😭https://t.co/prtGyWv0CK,Twitter for Android,😭😭😭https://t.co/prtGyWv0CK
aduh kok agak takut ya vaksin ke 2 katanya efek sampingnya lebih kerasa,Twitter for Android,kerasa
"Vaksin Pfizer akan didistribusikan ke Kalimantan Barat (Pontianak), Kalimantan Utara (Berau), Kalimantan Timur (Samarinda), Kalimantan Tengah (Palangkaraya), Sumatera Barat (Padang), Sumatera Selatan (Palembang) dan Bangka Belitung (Pangkal Pinang) #VaksinasiMerata",Twitter Web App,#VaksinasiMerata
"Jadi saat ini total vaksin yg sdh diberikan kpd masyarakat dari Sabang Sampai Merauke berjumlah 276.960.670 dosis baik dlm bentuk jadi ataupun bahan baku. 

#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"@miildangz Eh iya rata"" yg vaksin Astra pada sakit. Untung sinovac ga kenapa Napa aku..",Twitter for Android,aku..
"Vaksin tahap 81 dr Pfizer ini akan didistribusikan ke Pontianak, Kalimantan Utara melalui Berau, Samarinda, Palangkaraya, Padang, Palembang serta Pangkal Pinang. Info ini share yuk ke temen2 yg tinggal di kita tersebut. 

#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"@thicksaladroll aku tak kata pun jgn ambil vaksin.

aku mempersoalkan pernyataan engkau yang orang yang ambil vaksin melemahkan infeksi. 

tapi kau tak ada bukti.

aku tak kisah lah kau antivaksin ke pro vaksin aku cuma nak orang tolerate pilihan aku.",Twitter Web App,aku.
Jangan berharap kembali normal. Dunia sudah berubah. Ayo vaksin dan tetap taat prokes dengan pakai masker.,Twitter Web App,masker.
Ini moderna kosong  dimana2 😱wehh klo begitu kenapa di kasih ke masy. Umum😒😒 kasian warga kelabakan cari vaksin ke 2,Twitter for iPhone,2
@baysgrup Vaksin dmn? Porles?,Twitter for iPhone,Porles?
iyaa. info yang beredar efek pasca vaksin sempat membuatku galau. Jadi aku katagori agak telat berangkat vaksin. tapi tidak masalah yang penting segera sadar pentingnya vaksin #Vaksinasimerata https://t.co/DY8nAptYEp,Twitter for Android,https://t.co/DY8nAptYEp
"Kedatangan vaksin tahap 81 pada tanggal 2 Oktober 2021, sebanyaj 453.960 dosis vaksin Pfizer langsung didistribusikan ketujuh provinsi di Sumatra. 

#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
Saat ini mengejar untuk vaksin lamsia.. karena saat ini tingkat kematian tinggi  #VaksinasiMerata,Twitter for iPhone,#VaksinasiMerata
"W TKT KE SEKOLAH DH, MSLAH NYA SY BLM VAKSIN",Twitter for Android,VAKSIN
Yaelah masa dijadikan Duta Vaksin... Memalukan sekali!! https://t.co/QqqXUW22jN,Twitter for Android,https://t.co/QqqXUW22jN
"Melihat kontinuitas kedatangan vaksin di Indonesia, maka secara umum stok vaksin untuk persediaan dari Sabang Sampai Merauke dpt dikatakan aman &amp; mencukupi sehingga harapan pemerintah target vaksinasi 70% masyarakat Indonesia tercapai akhir tahun 2021 #VaksinasiMerata",Twitter Web App,#VaksinasiMerata
"ngeliat orang dateng ke tempat vaksin pada sama pasangannya udah gitu uwu uwu, maksudnya mau sehat malah tekanan batin",Twitter for Android,batin
Magelang11: terus ikut berupaya menyukseskan program Vaksinasi Nasional. Gerai Vaksin Polres Magelang Masih Layani di Beberapa Titik diharapkan warga yang divaksin terus meningkat sehingga tercapai heird imunity #magelang11 @FastFMMagelang @kabarMGL,Twitter Web App,@kabarMGL
"Pada 2 Okt 2021 kita sudah kedatangan vaksin tahap 81 sebanyak 453.960 dosis vaksin Pfizer langsung di distribusikan ke tujuh provinsi. 
Agar dari Sabang sampai Merauke #VaksinasiMerata https://t.co/YrOUKcg6j5",Twitter for Android,https://t.co/YrOUKcg6j5
"Yang cari vaksin pfizer di depok, atau vaksin astra/sinovac bisa di RSUI daftar dlu via web ini",Twitter for Android,ini
"Tugas kita, menginfokan kepada yg belum vaksin tentang pentingnya divaksin dan informasi dimana dan kapan vaksinnya. Supaya #VaksinasiMerata bisa segera terwujud dan seluruh warganya dari Sabang sampai Merauke siap beraktivitas seperti sediakala.",Twitter Web App,sediakala.
guys aku dah vaksin guys !!! hahahaha,Twitter Web App,hahahaha
@WiekeaLm0 Saya bawa surat vaksin 2 x  ama surat gaden pegadaian di dompet ditekuk kecil kunyel2,Twitter for Android,kunyel2
"Menurut informasi, jumlah warga yang sudah vaksinasi dosis 1 adalah 93,910,865 dosis (45.09%) sedangkan untuk untuk dosis 2 sejumlah 52,683,950 dosis (25.30%).
Aku sendiri dapat jadwal vaksin kedua masih akhir Oktober nanti nih.
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
hoak anjir yg bilang vaksin itu sakit,Twitter for Android,sakit
"*Korban meninggal beberapa jam usai vaksin di Situbondo (10 Juni’21)*
 https://t.co/PcroHdcrQ3
🆙
#TiadaHariTanpaRuwet
#TiadaHariTanpaRuwet",Twitter for Android,#TiadaHariTanpaRuwet
"Memang, kelompok lansia menjadi salah satu yang paling rentan dan memiliki tingkat kematian yang tinggi akibat COVID-19, sementara cakupan vaksinainya pun masih terbilang rendah.

Jadi aakah Ibu Bapak mu sudah ikut vaksin?
#VaksinasiMerata",Twitter Web App,#VaksinasiMerata
Vaksin untuk anak https://t.co/IZ6Mn9R0W8,Twitter for Android,https://t.co/IZ6Mn9R0W8
"Vaksin dosis kedua kelar, tinggal terbang ke bali.",Twitter for Android,bali.
Alhamdulillah sudah komplit vaksin. Ikut support dengan pendistribusian #VaksinasiMerata dari sabang sampai merauke agar berjalan dengan baik https://t.co/LNumFmkzsE,Twitter for Android,https://t.co/LNumFmkzsE
"Memang, #Sinovac ini pertaruhan jenius yang tim diplomasi #vaksin kita. Secara longterm ternyata jauh lebih baik daripada metode M-RNA. Dan tentu KIPI-nya minimal sekali.

Sekaligus mematahkan framing negatif dari oknum ""pilar demokrasi"" dalam ngasih judul buat berita Sinovac👇 https://t.co/oR1NQu7wDN https://t.co/dUonvIfn9t",Twitter for Android,https://t.co/dUonvIfn9t
"Tercatat sudah 276.960.670 dosis vaksin yang sudah diterima oleh Indonesia baik dalam bentuk jadi ataupun bahan baku. Semuanya itu akan didistribusikan secara merata dari Sabang Sampai Merauke. 

#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"Data terkait stok vaksin nasional sampai ke level kota atau kabupaten bisa di akses oleh publik agar bisa mengawal program vaksin Indonesia dan mencegah agar tidak terjadi politisasi.
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"@angkasapura172  Selamat siang admin, mohon info persyaratan untuk penerbangan Surabaya-Denpasar bagi yang sudah 2 kali vaksin. Trims",Twitter for Android,Trims
"Pendistribusian vaksin dilakukan dengan penerapan rantai distribusi dingin dimana vaksin dikirim menggunakan suhu dibawah -70 derajat celsius
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
